"";"month";"variable";"value"
"1";"01";"positive";0,0406852248394004
"2";"02";"positive";0,0859427048634244
"3";"06";"positive";0,0344244595065813
"4";"09";"positive";0,0524121500893389
"5";"01";"negative";0,0214132762312634
"6";"02";"negative";0,0133244503664224
"7";"06";"negative";0,0194200643563648
"8";"09";"negative";0,0273972602739726
